NODE_COUNT_SECTION
128
END_SECTION
DEP_COUNT_SECTION
4
END_SECTION
DEP_SECTION
0	40	50	0	0	240	0
1	69	89	0	0	240	0
2	13	31	0	0	240	0
3	-5	38	0	0	240	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
24
END_SECTION
RECHARGING_STATION_SECTION
0	40	50	0	0	240	0
1	69	89	0	0	240	0
2	13	31	0	0	240	0
3	-5	38	0	0	240	0
4	73	52	0	0	240	0
5	90	55	0	0	240	0
6	55	79	0	0	240	0
7	69	89	0	0	240	0
8	32	80	0	0	240	0
9	39	96	0	0	240	0
10	23	80	0	0	240	0
11	4	83	0	0	240	0
12	18	58	0	0	240	0
13	1	56	0	0	240	0
14	13	31	0	0	240	0
15	-5	38	0	0	240	0
16	26	37	0	0	240	0
17	28	13	0	0	240	0
18	39	31	0	0	240	0
19	48	11	0	0	240	0
20	59	17	0	0	240	0
21	73	23	0	0	240	0
22	74	32	0	0	240	0
23	90	44	0	0	240	0
END_SECTION
CLIENT_COUNT_SECTION
100
END_SECTION
CLIENT_SECTION
0	25	85	20	131	191	10
1	22	75	30	69	129	10
2	22	85	10	98	158	10
3	20	80	40	46	106	10
4	20	85	20	124	184	10
5	18	75	20	90	150	10
6	15	75	20	87	147	10
7	15	80	10	80	140	10
8	10	35	20	108	168	10
9	10	40	30	74	134	10
10	8	40	40	71	131	10
11	8	45	20	96	156	10
12	5	35	10	39	99	10
13	5	45	10	36	96	10
14	2	40	20	88	148	10
15	0	40	20	128	188	10
16	0	45	20	129	189	10
17	44	5	20	64	124	10
18	42	10	40	48	108	10
19	42	15	10	104	164	10
20	40	5	10	125	185	10
21	40	15	40	91	151	10
22	38	5	30	74	134	10
23	38	15	10	93	153	10
24	35	5	20	96	156	10
25	95	30	30	88	148	10
26	95	35	20	112	172	10
27	92	30	10	114	174	10
28	90	35	10	113	173	10
29	88	30	10	114	174	10
30	88	35	20	87	147	10
31	87	30	10	67	127	10
32	85	25	10	84	144	10
33	85	35	30	122	182	10
34	67	85	20	125	185	10
35	65	85	40	57	117	10
36	65	82	10	56	116	10
37	62	80	30	75	135	10
38	60	80	10	85	145	10
39	60	85	30	129	189	10
40	58	75	20	95	155	10
41	55	80	10	34	94	10
42	55	85	20	92	152	10
43	55	82	10	36	96	10
44	20	82	10	38	98	10
45	18	80	10	114	174	10
46	2	45	10	49	109	10
47	42	5	10	124	184	10
48	42	12	10	70	130	10
49	72	35	30	134	194	10
50	55	20	19	134	194	10
51	25	30	3	43	103	10
52	20	50	5	20	80	10
53	55	60	16	151	211	10
54	30	60	16	15	75	10
55	50	35	19	118	178	10
56	30	25	23	27	87	10
57	15	10	20	56	116	10
58	10	20	19	50	110	10
59	15	60	17	143	203	10
60	45	65	9	154	214	10
61	65	35	3	30	90	10
62	65	20	6	46	106	10
63	45	30	17	50	110	10
64	35	40	16	16	76	10
65	41	37	16	14	74	10
66	64	42	9	144	204	10
67	40	60	21	84	144	10
68	31	52	27	10	70	10
69	35	69	23	68	128	10
70	65	55	14	35	95	10
71	63	65	8	91	151	10
72	2	60	5	80	140	10
73	20	20	8	104	164	10
74	5	5	16	65	125	10
75	60	12	31	55	115	10
76	23	3	7	75	135	10
77	8	56	27	62	122	10
78	6	68	30	39	99	10
79	47	47	13	29	89	10
80	49	58	10	142	202	10
81	27	43	9	99	159	10
82	37	31	14	103	163	10
83	57	29	18	58	118	10
84	63	23	2	50	110	10
85	21	24	28	135	195	10
86	12	24	13	43	103	10
87	24	58	19	79	139	10
88	67	5	25	114	174	10
89	37	47	6	130	190	10
90	49	42	13	61	121	10
91	53	43	14	125	185	10
92	61	52	3	29	89	10
93	57	48	23	152	212	10
94	56	37	6	51	111	10
95	55	54	26	154	214	10
96	4	18	35	119	179	10
97	26	52	9	128	188	10
98	26	35	15	36	96	10
99	31	67	3	20	80	10
END_SECTION
VEHICLE_BATTERY_SECTION
79.69
END_SECTION
VEHICLE_CAPACITY_SECTION
200
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
0.38
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
END_FILE
