NODE_COUNT_SECTION
128
END_SECTION
DEP_COUNT_SECTION
4
END_SECTION
DEP_SECTION
0	35	35	0	0	230	0
1	73	52	0	0	230	0
2	23	80	0	0	230	0
3	90	44	0	0	230	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
24
END_SECTION
RECHARGING_STATION_SECTION
0	35	35	0	0	230	0
1	73	52	0	0	230	0
2	23	80	0	0	230	0
3	90	44	0	0	230	0
4	61	37	0	0	230	0
5	74	39	0	0	230	0
6	47	57	0	0	230	0
7	57	65	0	0	230	0
8	29	59	0	0	230	0
9	34	71	0	0	230	0
10	22	58	0	0	230	0
11	7	61	0	0	230	0
12	18	41	0	0	230	0
13	5	39	0	0	230	0
14	14	20	0	0	230	0
15	0	26	0	0	230	0
16	24	25	0	0	230	0
17	26	6	0	0	230	0
18	34	20	0	0	230	0
19	41	5	0	0	230	0
20	50	9	0	0	230	0
21	61	14	0	0	230	0
22	62	21	0	0	230	0
23	74	30	0	0	230	0
END_SECTION
CLIENT_COUNT_SECTION
100
END_SECTION
CLIENT_SECTION
0	41	49	10	16	67	10
1	35	17	7	69	135	10
2	55	45	13	23	105	10
3	55	20	19	87	137	10
4	15	30	26	129	199	10
5	25	30	3	66	134	10
6	20	50	5	68	118	10
7	10	43	9	27	88	10
8	55	60	16	121	187	10
9	30	60	16	134	190	10
10	20	65	12	93	153	10
11	50	35	19	154	205	10
12	30	25	23	148	208	10
13	15	10	20	54	116	10
14	30	5	8	92	146	10
15	10	20	19	44	108	10
16	5	30	2	50	106	10
17	20	40	12	103	161	10
18	15	60	17	113	175	10
19	45	65	9	32	85	10
20	45	20	11	19	86	10
21	45	10	18	27	87	10
22	55	5	29	48	123	10
23	65	35	3	132	190	10
24	65	20	6	48	106	10
25	45	30	17	148	208	10
26	35	40	16	140	215	10
27	41	37	16	149	213	10
28	64	42	9	93	151	10
29	40	60	21	137	194	10
30	31	52	27	18	103	10
31	35	69	23	126	186	10
32	53	52	11	25	95	10
33	65	55	14	121	183	10
34	63	65	8	106	178	10
35	2	60	5	117	178	10
36	20	20	8	123	198	10
37	5	5	16	56	123	10
38	60	12	31	50	119	10
39	40	25	9	12	66	10
40	42	7	5	128	191	10
41	24	12	5	127	177	10
42	23	3	7	43	117	10
43	11	14	18	124	188	10
44	6	38	16	93	167	10
45	2	48	1	120	184	10
46	8	56	27	119	185	10
47	13	52	36	120	184	10
48	6	68	30	75	135	10
49	47	47	13	97	149	10
50	49	58	10	130	193	10
51	27	43	9	81	151	10
52	37	31	14	141	203	10
53	57	29	18	63	123	10
54	63	23	2	49	121	10
55	53	12	6	30	98	10
56	32	12	7	137	196	10
57	36	26	18	88	146	10
58	21	24	28	76	136	10
59	17	34	3	19	82	10
60	12	24	13	26	112	10
61	24	58	19	26	87	10
62	27	69	10	102	172	10
63	15	77	9	103	159	10
64	62	77	20	68	124	10
65	49	73	25	92	158	10
66	67	5	25	73	135	10
67	56	39	36	29	95	10
68	37	47	6	126	186	10
69	37	56	5	27	81	10
70	57	68	15	128	180	10
71	47	16	25	83	149	10
72	44	17	9	116	166	10
73	46	13	8	25	79	10
74	49	11	18	37	91	10
75	49	42	13	142	204	10
76	53	43	14	123	187	10
77	61	52	3	62	136	10
78	57	48	23	65	125	10
79	56	37	6	78	148	10
80	55	54	26	28	85	10
81	15	47	16	140	196	10
82	14	37	11	118	180	10
83	11	31	7	69	133	10
84	16	22	41	59	137	10
85	4	18	35	137	183	10
86	28	18	26	151	191	10
87	26	52	9	134	200	10
88	26	35	15	17	83	10
89	31	67	3	94	150	10
90	15	19	1	58	126	10
91	22	22	2	92	166	10
92	18	24	22	93	143	10
93	26	27	27	150	207	10
94	25	24	20	110	180	10
95	22	27	11	16	65	10
96	25	21	12	123	171	10
97	19	21	10	80	138	10
98	20	26	9	117	169	10
99	18	18	17	74	112	10
END_SECTION
VEHICLE_BATTERY_SECTION
65.17
END_SECTION
VEHICLE_CAPACITY_SECTION
200
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
0.46
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
END_FILE
