NODE_COUNT_SECTION
128
END_SECTION
DEP_COUNT_SECTION
4
END_SECTION
DEP_SECTION
0	40	50	0	0	3390	0
1	34	71	0	0	3390	0
2	50	9	0	0	3390	0
3	62	21	0	0	3390	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
24
END_SECTION
RECHARGING_STATION_SECTION
0	40	50	0	0	3390	0
1	34	71	0	0	3390	0
2	50	9	0	0	3390	0
3	62	21	0	0	3390	0
4	73	52	0	0	3390	0
5	90	55	0	0	3390	0
6	55	79	0	0	3390	0
7	69	89	0	0	3390	0
8	32	80	0	0	3390	0
9	39	96	0	0	3390	0
10	23	80	0	0	3390	0
11	4	83	0	0	3390	0
12	18	58	0	0	3390	0
13	1	56	0	0	3390	0
14	13	31	0	0	3390	0
15	-5	38	0	0	3390	0
16	26	37	0	0	3390	0
17	28	13	0	0	3390	0
18	39	31	0	0	3390	0
19	48	11	0	0	3390	0
20	59	17	0	0	3390	0
21	73	23	0	0	3390	0
22	74	32	0	0	3390	0
23	90	44	0	0	3390	0
END_SECTION
CLIENT_COUNT_SECTION
100
END_SECTION
CLIENT_SECTION
0	52	75	10	986	1146	90
1	45	70	30	1084	1244	90
2	62	69	10	130	290	90
3	60	66	10	36	196	90
4	42	65	10	0	3284	90
5	16	42	20	2544	2704	90
6	58	70	20	224	384	90
7	34	60	20	12	172	90
8	28	70	10	218	378	90
9	35	66	10	28	188	90
10	35	69	10	121	281	90
11	25	85	20	0	3261	90
12	22	75	30	316	476	90
13	22	85	10	601	761	90
14	20	80	40	411	571	90
15	20	85	40	693	853	90
16	18	75	20	0	3266	90
17	15	75	20	885	1045	90
18	15	80	10	0	3260	90
19	30	50	10	3020	3180	90
20	30	56	20	3128	3288	90
21	28	52	20	3112	3272	90
22	14	66	10	1176	1336	90
23	25	50	10	2925	3085	90
24	22	66	40	1078	1238	90
25	8	62	10	0	3265	90
26	23	52	10	2832	2992	90
27	4	55	20	1593	1753	90
28	20	50	10	2642	2802	90
29	20	55	10	2737	2897	90
30	10	35	20	2260	2420	90
31	10	40	30	2447	2607	90
32	8	40	40	2355	2515	90
33	8	45	20	0	3267	90
34	5	35	10	2165	2325	90
35	5	45	10	1787	1947	90
36	2	40	20	2069	2229	90
37	0	40	30	1977	2137	90
38	0	45	20	1882	2042	90
39	36	18	10	968	1128	90
40	35	32	10	0	3281	90
41	33	32	20	0	3280	90
42	33	35	10	27	187	90
43	32	20	10	874	1034	90
44	30	30	10	682	842	90
45	34	25	30	0	3274	90
46	30	35	10	307	467	90
47	36	40	10	11	171	90
48	48	20	10	0	3268	90
49	26	32	10	0	3277	90
50	25	30	10	587	747	90
51	25	35	10	402	562	90
52	44	5	20	1671	1831	90
53	42	10	40	1766	1926	90
54	42	15	10	1861	2021	90
55	40	5	30	0	3255	90
56	38	15	40	0	3264	90
57	38	5	30	0	3254	90
58	38	10	10	1296	1456	90
59	35	5	20	0	3254	90
60	50	30	10	2339	2499	90
61	50	35	20	0	3281	90
62	50	40	50	1910	2070	90
63	48	30	10	0	3278	90
64	44	25	10	2056	2216	90
65	47	35	10	2713	2873	90
66	47	40	10	2003	2163	90
67	42	30	10	0	3279	90
68	45	35	10	2805	2965	90
69	95	30	30	1035	1195	90
70	95	35	20	940	1100	90
71	53	30	10	2432	2592	90
72	92	30	10	0	3244	90
73	53	35	50	0	3280	90
74	45	65	20	1179	1339	90
75	90	35	10	845	1005	90
76	72	45	10	0	3267	90
77	78	40	20	1516	1676	90
78	87	30	10	1322	1482	90
79	85	25	10	1227	1387	90
80	85	35	30	1417	1577	90
81	75	55	20	508	668	90
82	72	55	10	415	575	90
83	70	58	20	321	481	90
84	86	46	30	743	903	90
85	66	55	10	226	386	90
86	64	46	20	0	3275	90
87	65	60	30	131	291	90
88	56	64	10	22	182	90
89	60	55	10	21	181	90
90	60	60	10	0	3277	90
91	67	85	20	603	763	90
92	42	58	40	1369	1529	90
93	65	82	10	509	669	90
94	62	80	30	0	3262	90
95	62	40	10	1808	1968	90
96	60	85	30	700	860	90
97	58	75	20	319	479	90
98	55	80	10	890	1050	90
99	55	85	20	0	3261	90
END_SECTION
VEHICLE_BATTERY_SECTION
118.31
END_SECTION
VEHICLE_CAPACITY_SECTION
700
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
2.28
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
END_FILE
