NODE_COUNT_SECTION
533
END_SECTION
DEP_COUNT_SECTION
12
END_SECTION
DEP_SECTION
0	44.306	-25.952	0	0	1000	0
1	-32.403	14.042	0	0	1000	0
2	37.663	13.769	0	0	1000	0
3	-15.104	12.111	0	0	1000	0
4	32.413	24.218	0	0	1000	0
5	10.846	-42.185	0	0	1000	0
6	37.199	1.346	0	0	1000	0
7	-33.128	-14.172	0	0	1000	0
8	-8.716	-4.86	0	0	1000	0
9	-25.037	19.618	0	0	1000	0
10	23.605	39.795	0	0	1000	0
11	41.196	45.258	0	0	1000	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
101
END_SECTION
RECHARGING_STATION_SECTION
0	4.993	-97.311	0	0	1000	0
1	-77.042	40.671	0	0	1000	0
2	-23.827	-94.349	0	0	1000	0
3	-62.683	60.134	0	0	1000	0
4	-51.248	-56.885	0	0	1000	0
5	58.554	-47.196	0	0	1000	0
6	-5.901	95.223	0	0	1000	0
7	47.738	79.29	0	0	1000	0
8	-72.904	-22.106	0	0	1000	0
9	47.653	-51.309	0	0	1000	0
10	17.702	-59.324	0	0	1000	0
11	-46.024	73.2	0	0	1000	0
12	34.237	-29.982	0	0	1000	0
13	79.796	-32.683	0	0	1000	0
14	66.799	72.12	0	0	1000	0
15	78.272	14.248	0	0	1000	0
16	91.616	15.832	0	0	1000	0
17	6.844	-61.513	0	0	1000	0
18	93.219	-63.194	0	0	1000	0
19	-41.362	94.45	0	0	1000	0
20	16.781	52.701	0	0	1000	0
21	91.23	72.268	0	0	1000	0
22	-89.046	-56.935	0	0	1000	0
23	-50.963	-42.681	0	0	1000	0
24	22.901	-83.472	0	0	1000	0
25	2.987	-19.353	0	0	1000	0
26	-93.787	-6.863	0	0	1000	0
27	97.334	57.711	0	0	1000	0
28	-55.55	-74.855	0	0	1000	0
29	42.803	-71.305	0	0	1000	0
30	29.8	-64.134	0	0	1000	0
31	45.41	-4.429	0	0	1000	0
32	-49.9	7.29	0	0	1000	0
33	-13.081	30.819	0	0	1000	0
34	61.933	40.472	0	0	1000	0
35	-66.065	1.691	0	0	1000	0
36	-39.936	17.959	0	0	1000	0
37	-72.834	63.594	0	0	1000	0
38	-39.123	-28.317	0	0	1000	0
39	3.26	51.309	0	0	1000	0
40	73.259	-43.446	0	0	1000	0
41	-14.63	-17.412	0	0	1000	0
42	93.54	-88.208	0	0	1000	0
43	46.758	-83.604	0	0	1000	0
44	72.42	-13.809	0	0	1000	0
45	77.509	83.295	0	0	1000	0
46	40.245	-93.009	0	0	1000	0
47	-72.004	52.259	0	0	1000	0
48	90.841	33.23	0	0	1000	0
49	-92.527	94	0	0	1000	0
50	64.875	7.046	0	0	1000	0
51	-70.518	-41.042	0	0	1000	0
52	16.5	-75.096	0	0	1000	0
53	89.982	89.65	0	0	1000	0
54	-90.863	13.182	0	0	1000	0
55	-17.104	-86.858	0	0	1000	0
56	83.739	-84.762	0	0	1000	0
57	-72.064	-93.353	0	0	1000	0
58	68.048	30.246	0	0	1000	0
59	-87.333	-30.804	0	0	1000	0
60	-28.635	-57.094	0	0	1000	0
61	34.228	85.111	0	0	1000	0
62	71.953	-68.547	0	0	1000	0
63	-52.119	-88.801	0	0	1000	0
64	88.53	-12.69	0	0	1000	0
65	15.177	27.477	0	0	1000	0
66	58.373	87.276	0	0	1000	0
67	80.938	57.34	0	0	1000	0
68	-72.099	-58.172	0	0	1000	0
69	-93.873	-92.472	0	0	1000	0
70	-17.463	45.443	0	0	1000	0
71	-33.226	59.171	0	0	1000	0
72	-55.407	-10.562	0	0	1000	0
73	-18.345	-61.432	0	0	1000	0
74	79.14	32.759	0	0	1000	0
75	-88.683	75.552	0	0	1000	0
76	-82.362	-0.779	0	0	1000	0
77	-13.785	66.899	0	0	1000	0
78	-34.04	-81.889	0	0	1000	0
79	0.194	-69.626	0	0	1000	0
80	-79.432	91.333	0	0	1000	0
81	63.032	-89.51	0	0	1000	0
82	10.676	-32.761	0	0	1000	0
83	-59.819	43.186	0	0	1000	0
84	15.944	87.28	0	0	1000	0
85	-49.574	38.466	0	0	1000	0
86	-36.269	-5.279	0	0	1000	0
87	-71.783	15.978	0	0	1000	0
88	-81.439	66.865	0	0	1000	0
89	-11.776	-76.274	0	0	1000	0
90	-97.483	-66.077	0	0	1000	0
91	-74.517	27.241	0	0	1000	0
92	37.535	15.98	0	0	1000	0
93	37.448	-79.321	0	0	1000	0
94	-26.825	84.983	0	0	1000	0
95	-79.558	-67.702	0	0	1000	0
96	-21.214	-44.29	0	0	1000	0
97	-64.141	85.81	0	0	1000	0
98	20.843	-11.685	0	0	1000	0
99	-95.103	48.883	0	0	1000	0
100	4.858	17.498	0	0	1000	0
END_SECTION
CLIENT_COUNT_SECTION
420
END_SECTION
CLIENT_SECTION
0	61.698	-53.092	25	274	599	25
1	-63.955	-22.283	2	197	420	3
2	75.778	-69.433	1	93	420	21
3	22.586	-83.907	14	251	545	14
4	-86.788	-27.145	5	154	504	18
5	-81.831	-39.166	4	216	412	14
6	19.863	24.925	7	96	371	16
7	-63.5	16.599	2	180	516	16
8	96.287	-67.422	15	157	452	17
9	46.465	82.227	13	235	492	22
10	94.992	-93.873	11	227	585	15
11	70.484	83.028	9	143	489	6
12	8.301	-97.197	11	173	509	17
13	84.535	83.563	11	236	561	16
