NODE_COUNT_SECTION
128
END_SECTION
DEP_COUNT_SECTION
4
END_SECTION
DEP_SECTION
0	40	50	0	0	960	0
1	-5	38	0	0	960	0
2	59	17	0	0	960	0
3	90	44	0	0	960	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
24
END_SECTION
RECHARGING_STATION_SECTION
0	40	50	0	0	960	0
1	-5	38	0	0	960	0
2	59	17	0	0	960	0
3	90	44	0	0	960	0
4	73	52	0	0	960	0
5	90	55	0	0	960	0
6	55	79	0	0	960	0
7	69	89	0	0	960	0
8	32	80	0	0	960	0
9	39	96	0	0	960	0
10	23	80	0	0	960	0
11	4	83	0	0	960	0
12	18	58	0	0	960	0
13	1	56	0	0	960	0
14	13	31	0	0	960	0
15	-5	38	0	0	960	0
16	26	37	0	0	960	0
17	28	13	0	0	960	0
18	39	31	0	0	960	0
19	48	11	0	0	960	0
20	59	17	0	0	960	0
21	73	23	0	0	960	0
22	74	32	0	0	960	0
23	90	44	0	0	960	0
END_SECTION
CLIENT_COUNT_SECTION
100
END_SECTION
CLIENT_SECTION
0	25	85	20	155	565	10
1	22	75	30	31	550	10
2	22	85	10	86	710	10
3	20	80	40	516	913	10
4	20	85	20	367	909	10
5	18	75	20	54	582	10
6	15	75	20	36	435	10
7	15	80	10	261	739	10
8	10	35	20	406	916	10
9	10	40	30	243	689	10
10	8	40	40	225	697	10
11	8	45	20	510	917	10
12	5	35	10	39	511	10
13	5	45	10	36	525	10
14	2	40	20	478	910	10
15	0	40	20	42	543	10
16	0	45	20	41	483	10
17	44	5	20	450	904	10
18	42	10	40	41	529	10
19	42	15	10	59	477	10
20	40	5	10	324	840	10
21	40	15	40	442	915	10
22	38	5	30	46	620	10
23	38	15	10	36	490	10
24	35	5	20	46	505	10
25	95	30	30	422	891	10
26	95	35	20	320	892	10
27	92	30	10	56	557	10
28	90	35	10	333	789	10
29	88	30	10	251	701	10
30	88	35	20	255	899	10
31	87	30	10	52	522	10
32	85	25	10	359	898	10
33	85	35	30	48	534	10
34	67	85	20	350	905	10
35	65	85	40	338	816	10
36	65	82	10	41	614	10
37	62	80	30	38	555	10
38	60	80	10	378	913	10
39	60	85	30	357	787	10
40	58	75	20	73	561	10
41	55	80	10	378	782	10
42	55	85	20	39	610	10
43	55	82	10	262	758	10
44	20	82	10	335	912	10
45	18	80	10	414	912	10
46	2	45	10	63	575	10
47	42	5	10	46	550	10
48	42	12	10	39	515	10
49	72	35	30	492	914	10
50	55	20	19	298	786	10
51	25	30	3	344	882	10
52	20	50	5	85	569	10
53	55	60	16	381	853	10
54	30	60	16	375	935	10
55	50	35	19	19	546	10
56	30	25	23	54	518	10
57	15	10	20	271	735	10
58	10	20	19	433	907	10
59	15	60	17	27	520	10
60	45	65	9	285	934	10
61	65	35	3	30	507	10
62	65	20	6	102	650	10
63	45	30	17	468	908	10
64	35	40	16	12	451	10
65	41	37	16	383	905	10
66	64	42	9	26	513	10
67	40	60	21	422	940	10
68	31	52	27	10	488	10
69	35	69	23	242	674	10
70	65	55	14	512	924	10
71	63	65	8	132	650	10
72	2	60	5	147	553	10
73	20	20	8	486	913	10
74	5	5	16	228	660	10
75	60	12	31	43	529	10
76	23	3	7	50	551	10
77	8	56	27	125	699	10
78	6	68	30	39	515	10
79	47	47	13	137	681	10
80	49	58	10	485	937	10
81	27	43	9	347	791	10
82	37	31	14	248	738	10
83	57	29	18	426	922	10
84	63	23	2	36	633	10
85	21	24	28	242	624	10
86	12	24	13	277	605	10
87	24	58	19	364	878	10
88	67	5	25	379	897	10
89	37	47	6	5	447	10
90	49	42	13	234	764	10
91	53	43	14	367	935	10
92	61	52	3	178	576	10
93	57	48	23	481	932	10
94	56	37	6	316	862	10
95	55	54	26	142	532	10
96	4	18	35	517	901	10
97	26	52	9	46	510	10
98	26	35	15	21	442	10
99	31	67	3	372	684	10
END_SECTION
VEHICLE_BATTERY_SECTION
165.63
END_SECTION
VEHICLE_CAPACITY_SECTION
1000
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
0.18
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
GREAT_RESULT
0
END_SECTION
END_FILE
