NODE_COUNT_SECTION
128
END_SECTION
DEP_COUNT_SECTION
4
END_SECTION
DEP_SECTION
0	35	35	0	0	230	0
1	4	83	0	0	230	0
2	55	79	0	0	230	0
3	74	32	0	0	230	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
24
END_SECTION
RECHARGING_STATION_SECTION
0	35	35	0	0	230	0
1	4	83	0	0	230	0
2	55	79	0	0	230	0
3	74	32	0	0	230	0
4	61	37	0	0	230	0
5	74	39	0	0	230	0
6	47	57	0	0	230	0
7	57	65	0	0	230	0
8	29	59	0	0	230	0
9	34	71	0	0	230	0
10	22	58	0	0	230	0
11	7	61	0	0	230	0
12	18	41	0	0	230	0
13	5	39	0	0	230	0
14	14	20	0	0	230	0
15	0	26	0	0	230	0
16	24	25	0	0	230	0
17	26	6	0	0	230	0
18	34	20	0	0	230	0
19	41	5	0	0	230	0
20	50	9	0	0	230	0
21	61	14	0	0	230	0
22	62	21	0	0	230	0
23	74	30	0	0	230	0
END_SECTION
CLIENT_COUNT_SECTION
100
END_SECTION
CLIENT_SECTION
0	41	49	10	36	46	10
1	35	17	7	97	107	10
2	55	45	13	28	38	10
3	55	20	19	107	117	10
4	15	30	26	163	173	10
5	25	30	3	95	105	10
6	20	50	5	88	98	10
7	10	43	9	27	37	10
8	55	60	16	70	80	10
9	30	60	16	157	167	10
10	20	65	12	61	71	10
11	50	35	19	177	187	10
12	30	25	23	198	208	10
13	15	10	20	157	167	10
14	30	5	8	114	124	10
15	10	20	19	71	81	10
16	5	30	2	73	83	10
17	20	40	12	127	137	10
18	15	60	17	48	58	10
19	45	65	9	159	169	10
20	45	20	11	23	33	10
21	45	10	18	50	60	10
22	55	5	29	119	129	10
23	65	35	3	180	190	10
24	65	20	6	137	147	10
25	45	30	17	174	184	10
26	35	40	16	173	183	10
27	41	37	16	203	213	10
28	64	42	9	117	127	10
29	40	60	21	163	173	10
30	31	52	27	25	35	10
31	35	69	23	55	65	10
32	53	52	11	54	64	10
33	65	55	14	82	92	10
34	63	65	8	125	135	10
35	2	60	5	78	88	10
36	20	20	8	188	198	10
37	5	5	16	63	73	10
38	60	12	31	50	60	10
39	40	25	9	34	44	10
40	42	7	5	181	191	10
41	24	12	5	147	157	10
42	23	3	7	43	53	10
43	11	14	18	171	181	10
44	6	38	16	125	135	10
45	2	48	1	50	60	10
46	8	56	27	156	166	10
47	13	52	36	147	157	10
48	6	68	30	152	162	10
49	47	47	13	118	128	10
50	49	58	10	178	188	10
51	27	43	9	111	121	10
52	37	31	14	167	177	10
53	57	29	18	88	98	10
54	63	23	2	80	90	10
55	53	12	6	58	68	10
56	32	12	7	186	196	10
57	36	26	18	112	122	10
58	21	24	28	101	111	10
59	17	34	3	20	30	10
60	12	24	13	29	39	10
61	24	58	19	41	51	10
62	27	69	10	132	142	10
63	15	77	9	111	121	10
64	62	77	20	68	78	10
65	49	73	25	66	76	10
66	67	5	25	143	153	10
67	56	39	36	57	67	10
68	37	47	6	151	161	10
69	37	56	5	49	59	10
70	57	68	15	117	127	10
71	47	16	25	111	121	10
72	44	17	9	136	146	10
73	46	13	8	27	37	10
74	49	11	18	59	69	10
75	49	42	13	183	193	10
76	53	43	14	150	160	10
77	61	52	3	94	104	10
78	57	48	23	90	100	10
79	56	37	6	108	118	10
80	55	54	26	34	44	10
81	15	47	16	169	179	10
82	14	37	11	144	154	10
83	11	31	7	96	106	10
84	16	22	41	93	103	10
85	4	18	35	99	109	10
86	28	18	26	166	176	10
87	26	52	9	166	176	10
88	26	35	15	45	55	10
89	31	67	3	69	79	10
90	15	19	1	87	97	10
91	22	22	2	124	134	10
92	18	24	22	113	123	10
93	26	27	27	175	185	10
94	25	24	20	140	150	10
95	22	27	11	28	38	10
96	25	21	12	142	152	10
97	19	21	10	104	114	10
98	20	26	9	138	148	10
99	18	18	17	88	98	10
END_SECTION
VEHICLE_BATTERY_SECTION
62.14
END_SECTION
VEHICLE_CAPACITY_SECTION
200
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
0.48
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
GREAT_RESULT
0
END_SECTION
END_FILE
