NODE_COUNT_SECTION
150
END_SECTION
DEP_COUNT_SECTION
6
END_SECTION
DEP_SECTION
0	42.395	-8.344	0	0	1000	0
1	-42.175	-14.554	0	0	1000	0
2	16.034	40.726	0	0	1000	0
3	-14.639	29.633	0	0	1000	0
4	16.049	-3.934	0	0	1000	0
5	46.112	12.43	0	0	1000	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
72
END_SECTION
RECHARGING_STATION_SECTION
0	-92.7	-59.18	0	0	1000	0
1	71.179	12.543	0	0	1000	0
2	31.537	66.638	0	0	1000	0
3	-4.694	25.537	0	0	1000	0
4	-30.194	67.773	0	0	1000	0
5	12.677	-57.471	0	0	1000	0
6	-32.355	-20.966	0	0	1000	0
7	19.91	48.975	0	0	1000	0
8	13.202	-19.135	0	0	1000	0
9	54.877	-41.168	0	0	1000	0
10	15.063	-25.171	0	0	1000	0
11	-50.598	-16.418	0	0	1000	0
12	-29.73	17.078	0	0	1000	0
13	17.542	1.575	0	0	1000	0
14	11.127	77.216	0	0	1000	0
15	33.752	71.259	0	0	1000	0
16	-56.012	-10.394	0	0	1000	0
17	57.874	-16.29	0	0	1000	0
18	10.718	-18.787	0	0	1000	0
19	53.088	-18.75	0	0	1000	0
20	1.569	7.532	0	0	1000	0
21	31.531	48.944	0	0	1000	0
22	-66.833	-37.854	0	0	1000	0
23	-70.74	62.244	0	0	1000	0
24	32.538	23.096	0	0	1000	0
25	-51.453	-36.444	0	0	1000	0
26	36.456	-22.638	0	0	1000	0
27	-31.207	43.494	0	0	1000	0
28	-10.388	34.491	0	0	1000	0
29	14.722	-10.834	0	0	1000	0
30	47.095	-21.387	0	0	1000	0
31	43.781	34.766	0	0	1000	0
32	53.546	-67.487	0	0	1000	0
33	26.801	46.515	0	0	1000	0
34	63.385	11.981	0	0	1000	0
35	47.192	-5.475	0	0	1000	0
36	-16.315	-11.267	0	0	1000	0
37	78.9	17.651	0	0	1000	0
38	79.822	22.272	0	0	1000	0
39	12.878	16.919	0	0	1000	0
40	-67.981	-3.754	0	0	1000	0
41	9.198	-18.597	0	0	1000	0
42	-35.95	-19.141	0	0	1000	0
43	28.766	45.276	0	0	1000	0
44	11.469	68.231	0	0	1000	0
45	-22.76	45.496	0	0	1000	0
46	-65.674	-23.12	0	0	1000	0
47	7.239	1.599	0	0	1000	0
48	-29.785	-11.285	0	0	1000	0
49	-89.05	16.211	0	0	1000	0
50	-46.887	-3.363	0	0	1000	0
51	-14.972	30.621	0	0	1000	0
52	-17.035	49.774	0	0	1000	0
53	31.635	53.619	0	0	1000	0
54	-3.577	13.342	0	0	1000	0
55	33.008	58.96	0	0	1000	0
56	-92.95	63.263	0	0	1000	0
57	-9.137	-22.931	0	0	1000	0
58	-39.96	6.195	0	0	1000	0
59	28.43	-19.214	0	0	1000	0
60	-28.54	-3.485	0	0	1000	0
61	31.415	36.859	0	0	1000	0
62	-49.426	60.602	0	0	1000	0
63	-72.827	-27.765	0	0	1000	0
64	60.083	-45.905	0	0	1000	0
65	10.87	-3.9	0	0	1000	0
66	25.122	7.672	0	0	1000	0
67	-46.997	-17.474	0	0	1000	0
68	16.058	33.02	0	0	1000	0
69	25.409	-11.7	0	0	1000	0
70	68.323	-5.145	0	0	1000	0
71	-13.104	62.158	0	0	1000	0
END_SECTION
CLIENT_COUNT_SECTION
72
END_SECTION
CLIENT_SECTION
0	-92.7	-59.18	20	218	308	8
1	71.179	12.543	6	129	244	15
2	31.537	66.638	19	475	593	20
3	-4.694	25.537	10	230	341	7
4	-30.194	67.773	18	159	330	13
5	12.677	-57.471	1	390	561	6
6	-32.355	-20.966	15	389	538	5
7	19.91	48.975	23	89	260	1
8	13.202	-19.135	13	454	628	12
9	54.877	-41.168	12	306	441	18
10	15.063	-25.171	7	391	565	25
11	-50.598	-16.418	25	106	254	14
12	-29.73	17.078	5	460	613	18
13	17.542	1.575	1	76	240	13
14	11.127	77.216	25	366	523	6
15	33.752	71.259	10	270	377	14
16	-56.012	-10.394	2	78	235	10
17	57.874	-16.29	7	251	385	18
18	10.718	-18.787	11	475	597	8
19	53.088	-18.75	4	229	340	6
20	1.569	7.532	6	203	342	2
21	31.531	48.944	15	388	521	4
22	-66.833	-37.854	7	425	544	4
23	-70.74	62.244	8	333	503	23
24	32.538	23.096	10	394	535	12
25	-51.453	-36.444	9	380	503	24
26	36.456	-22.638	4	160	318	17
27	-31.207	43.494	6	313	479	18
28	-10.388	34.491	22	60	154	25
29	14.722	-10.834	17	267	409	22
30	47.095	-21.387	9	281	438	10
31	43.781	34.766	25	217	358	25
32	53.546	-67.487	10	222	375	21
33	26.801	46.515	18	197	324	21
34	63.385	11.981	21	111	237	16
35	47.192	-5.475	10	247	358	23
36	-16.315	-11.267	23	397	522	21
37	78.9	17.651	23	130	308	15
38	79.822	22.272	11	116	291	7
39	12.878	16.919	1	324	473	20
40	-67.981	-3.754	23	255	388	6
41	9.198	-18.597	16	123	214	16
42	-35.95	-19.141	10	281	422	10
43	28.766	45.276	12	247	426	7
44	11.469	68.231	12	173	285	20
45	-22.76	45.496	3	341	481	9
46	-65.674	-23.12	22	322	436	12
47	7.239	1.599	21	413	534	10
48	-29.785	-11.285	13	275	374	19
49	-89.05	16.211	15	399	534	6
50	-46.887	-3.363	13	64	192	14
51	-14.972	30.621	20	182	301	23
52	-17.035	49.774	10	456	602	8
53	31.635	53.619	25	111	206	10
54	-3.577	13.342	7	389	513	14
55	33.008	58.96	15	180	304	3
56	-92.95	63.263	2	154	296	25
57	-9.137	-22.931	23	403	495	21
58	-39.96	6.195	5	141	306	5
59	28.43	-19.214	25	141	234	2
60	-28.54	-3.485	9	377	534	3
61	31.415	36.859	2	179	270	21
62	-49.426	60.602	24	333	434	1
63	-72.827	-27.765	13	258	351	25
64	60.083	-45.905	20	426	569	21
65	10.87	-3.9	13	67	198	21
66	25.122	7.672	15	108	230	25
67	-46.997	-17.474	4	181	299	14
68	16.058	33.02	20	235	407	20
69	25.409	-11.7	8	444	586	14
70	68.323	-5.145	19	424	553	11
71	-13.104	62.158	20	269	441	25
END_SECTION
VEHICLE_BATTERY_SECTION
0
END_SECTION
VEHICLE_CAPACITY_SECTION
200
END_SECTION
BATTERY_CONSUM_RATE_SECTION
1
END_SECTION
INVERSE_REFUELING_RATE_SECTION
0.38
END_SECTION
AVERAGE_VELOCITY_SECTION
1
END_SECTION
END_FILE
