NODE_COUNT_SECTION
533
END_SECTION
DEP_COUNT_SECTION
12
END_SECTION
DEP_SECTION
0	44.306	-25.952	0	0	1000	0
1	-32.403	14.042	0	0	1000	0
2	37.663	13.769	0	0	1000	0
3	-15.104	12.111	0	0	1000	0
4	32.413	24.218	0	0	1000	0
5	10.846	-42.185	0	0	1000	0
6	37.199	1.346	0	0	1000	0
7	-33.128	-14.172	0	0	1000	0
8	-8.716	-4.86	0	0	1000	0
9	-25.037	19.618	0	0	1000	0
10	23.605	39.795	0	0	1000	0
11	41.196	45.258	0	0	1000	0
END_SECTION
RECHARGING_STATION_COUNT_SECTION
101
END_SECTION
RECHARGING_STATION_SECTION
0	-13.327	43.015	0	0	1000	0
1	3.641	94.778	0	0	1000	0
2	-97.33	66.166	0	0	1000	0
3	-68.77	87.394	0	0	1000	0
4	20.936	-78.447	0	0	1000	0
5	59.586	-49.605	0	0	1000	0
6	60.712	-9.999	0	0	1000	0
7	-82.559	-39.349	0	0	1000	0
8	-47.914	63.761	0	0	1000	0
9	33.128	-8.211	0	0	1000	0
10	17.532	-9.85	0	0	1000	0
11	63.028	34.108	0	0	1000	0
12	-68.596	-31.377	0	0	1000	0
13	32.65	-26.1	0	0	1000	0
14	12.476	-63.9	0	0	1000	0
15	61.746	87.866	0	0	1000	0
16	3.26	51.309	0	0	1000	0
17	-91.564	-61.224	0	0	1000	0
18	77.09	54.939	0	0	1000	0
19	-56.404	41.613	0	0	1000	0
20	-89.097	12.134	0	0	1000	0
21	78.272	14.248	0	0	1000	0
22	-75.207	-63.809	0	0	1000	0
23	60.425	76.11	0	0	1000	0
24	-80.158	-22.117	0	0	1000	0
25	90.452	12.525	0	0	1000	0
26	-18.149	65.269	0	0	1000	0
27	76.113	-47.803	0	0	1000	0
28	-58.17	-85.79	0	0	1000	0
29	93.857	55.485	0	0	1000	0
30	-15.803	87.934	0	0	1000	0
31	-90.777	96.89	0	0	1000	0
32	70.082	71.903	0	0	1000	0
33	-23.625	86.599	0	0	1000	0
34	-29.517	49.375	0	0	1000	0
35	49.73	-54.847	0	0	1000	0
36	86.071	68.749	0	0	1000	0
37	-43.324	77.727	0	0	1000	0
38	79.437	-35.211	0	0	1000	0
39	95.269	31.401	0	0	1000	0
40	41.178	95.767	0	0	1000	0
41	-28.223	-80.448	0	0	1000	0
42	-55.407	-10.562	0	0	1000	0
43	15.295	47.488	0	0	1000	0
44	25.935	70.611	0	0	1000	0
45	63.968	-77.243	0	0	1000	0
46	-40.641	-85.467	0	0	1000	0
47	50.589	9.202	0	0	1000	0
48	8.725	-95.945	0	0	1000	0
49	-75.027	45.306	0	0	1000	0
50	-41.362	94.45	0	0	1000	0
51	89.809	-80.217	0	0	1000	0
52	-15.249	28.234	0	0	1000	0
53	84.978	30.486	0	0	1000	0
54	-97.104	-32.51	0	0	1000	0
55	1.753	-42.162	0	0	1000	0
56	-57.245	-45.833	0	0	1000	0
57	-93.787	-6.863	0	0	1000	0
58	81.817	-91.659	0	0	1000	0
59	-8.093	-73.68	0	0	1000	0
60	-4.702	63.781	0	0	1000	0
61	42.26	-74.27	0	0	1000	0
62	-84.098	81.764	0	0	1000	0
63	-17.047	-58.395	0	0	1000	0
64	-31.473	84.067	0	0	1000	0
65	-68.89	-0.782	0	0	1000	0
66	68.392	5.242	0	0	1000	0
67	8.521	31.01	0	0	1000	0
68	-40.375	-30.099	0	0	1000	0
69	-94.224	42.713	0	0	1000	0
70	-31.074	62.694	0	0	1000	0
71	-14.63	-17.412	0	0	1000	0
72	-74.632	24.558	0	0	1000	0
73	-67.759	61.864	0	0	1000	0
74	77.831	-64.889	0	0	1000	0
75	-65.743	16.448	0	0	1000	0
76	96.481	-63.004	0	0	1000	0
77	-23.756	-46.556	0	0	1000	0
78	-36.269	-5.279	0	0	1000	0
79	88.53	-12.69	0	0	1000	0
80	46.27	-87.215	0	0	1000	0
81	72.355	-28.364	0	0	1000	0
82	-81.439	66.865	0	0	1000	0
83	30.549	-61.743	0	0	1000	0
84	11.925	11.724	0	0	1000	0
85	32.907	-76.356	0	0	1000	0
86	1.615	-21.784	0	0	1000	0
87	-56.981	80.592	0	0	1000	0
88	24.735	21.476	0	0	1000	0
89	17.694	-25.289	0	0	1000	0
90	-44.648	14.587	0	0	1000	0
91	21.146	84.732	0	0	1000	0
92	45.624	78.566	0	0	1000	0
93	-49.546	-66.816	0	0	1000	0
94	-56.446	2.862	0	0	1000	0
95	90.759	84.301	0	0	1000	0
96	-20.09	-91.698	0	0	1000	0
97	-20.632	-63.135	0	0	1000	0
98	48.964	-40.897	0	0	1000	0
99	-0.443	21.828	0	0	1000	0
100	-86.785	-93.218	0	0	1000	0
END_SECTION
CLIENT_COUNT_SECTION
420
END_SECTION
CLIENT_SECTION
0	61.698	-53.092	25	253	378	25
1	-63.955	-22.283	2	103	262	3
2	75.778	-69.433	1	337	502	21
3	22.586	-83.907	14	207	329	14
4	-86.788	-27.145	5	80	222	18
5	-81.831	-39.166	4	262	413	14
6	19.863	24.925	7	295	418	16
7	-63.5	16.599	2	340	456	16
8	96.287	-67.422	15	418	576	17
9	46.465	82.227	13	422	598	22
10	94.992	-93.873	11	240	349	15
11	70.484	83.028	9	185	326	6
12	8.301	-97.197	11	121	287	17
13	84.535	83.563	11	204	369	16
